soil_type,land_area,location,budget,water_availability,crop
loamy,19.6,Nashik,229441,medium,onion
black,8.1,Nashik,137985,medium,cotton
loamy,2.1,Pune,15052,medium,onion
red,17.9,Pune,319937,medium,cotton
loamy,2.7,Warangal,35045,medium,chilli
loamy,13.1,Warangal,162586,medium,chilli
loamy,2.9,Delhi,28912,medium,wheat
loamy,2.4,Nashik,26115,medium,tomato
loamy,15.2,Vijayawada,245829,medium,chilli
red,3.3,Vijayawada,13432,medium,millet
loamy,14.3,Bengaluru,126652,high,tomato
sandy,19.9,Nashik,213897,medium,onion
sandy,12.9,Pune,36556,medium,millet
clay,3.5,Hyderabad,29393,medium,rice
sandy,19.0,Pune,44965,medium,millet
loamy,7.0,Vijayawada,67316,medium,chilli
loamy,16.0,Lucknow,171644,medium,potato
clay,10.4,Pune,79164,low,groundnut
loamy,9.1,Delhi,83854,medium,potato
loamy,8.4,Bengaluru,99650,medium,rice
sandy,12.3,Pune,95015,medium,onion
sandy,1.4,Nashik,8847,medium,onion
sandy,12.5,Warangal,66517,medium,groundnut
clay,3.7,Bengaluru,49996,high,rice
red,19.1,Vijayawada,293910,medium,chilli
sandy,8.5,Delhi,28211,medium,millet
clay,19.6,Bengaluru,176976,high,rice
loamy,7.8,Pune,62509,medium,soybean
black,8.9,Jaipur,155643,low,chilli
red,9.7,Nashik,68714,medium,groundnut
loamy,17.6,Bengaluru,113189,medium,onion
loamy,3.5,Bengaluru,32883,medium,chilli
clay,5.0,Vijayawada,26988,low,maize
black,16.5,Warangal,231841,medium,chilli
clay,13.6,Vijayawada,214219,high,rice
loamy,1.1,Delhi,7594,medium,wheat
loamy,6.5,Warangal,46311,medium,maize
red,18.7,Bengaluru,182646,medium,chilli
loamy,6.0,Nashik,58530,medium,tomato
black,19.3,Vijayawada,335383,low,cotton
black,3.6,Nashik,20823,medium,soybean
loamy,19.1,Vijayawada,156356,high,rice
sandy,18.1,Nashik,208338,medium,onion
loamy,11.6,Lucknow,70251,medium,potato
loamy,5.0,Lucknow,28390,medium,wheat
black,4.7,Pune,75319,medium,cotton
clay,14.0,Nashik,33409,high,groundnut
loamy,14.6,Pune,116183,medium,potato
clay,12.9,Hyderabad,82051,high,rice
sandy,12.3,Pune,117469,high,wheat
red,16.4,Warangal,181623,medium,chilli
red,7.9,Jaipur,57660,high,soybean
black,11.2,Pune,132307,medium,soybean
red,4.2,Warangal,54989,medium,tomato
sandy,11.4,Jaipur,67348,low,groundnut
loamy,12.2,Delhi,103251,medium,potato
loamy,18.3,Pune,127078,medium,soybean
black,9.5,Pune,80159,medium,maize
sandy,14.1,Vijayawada,93570,medium,onion
loamy,18.2,Bengaluru,180998,medium,rice
black,4.8,Pune,28507,high,maize
sandy,1.6,Delhi,12709,medium,soybean
red,17.4,Delhi,203482,high,onion
red,2.0,Pune,5000,medium,millet
black,2.7,Vijayawada,36774,medium,chilli
loamy,2.4,Lucknow,28697,medium,potato
loamy,13.8,Bengaluru,122171,medium,maize
black,6.1,Pune,48031,medium,soybean
clay,10.7,Vijayawada,112523,high,rice
loamy,16.8,Pune,131530,medium,potato
black,3.2,Pune,39956,medium,cotton
red,1.5,Jaipur,5000,low,millet
red,6.8,Delhi,24032,low,millet
red,14.8,Jaipur,85887,low,millet
clay,12.5,Lucknow,109872,medium,rice
red,13.4,Pune,219057,medium,cotton
black,20.0,Hyderabad,199720,high,maize
black,1.5,Jaipur,9855,low,potato
sandy,19.9,Bengaluru,56269,medium,groundnut
sandy,11.6,Warangal,56366,medium,groundnut
loamy,2.5,Pune,26808,medium,wheat
black,8.1,Hyderabad,33453,medium,millet
loamy,6.2,Pune,71588,medium,onion
loamy,12.5,Delhi,92830,medium,potato
sandy,4.3,Vijayawada,36053,medium,onion
loamy,18.0,Bengaluru,307900,medium,chilli
loamy,17.4,Bengaluru,138601,medium,maize
loamy,15.8,Hyderabad,116158,high,maize
loamy,19.1,Bengaluru,200271,medium,tomato
red,12.2,Vijayawada,148073,medium,chilli
black,8.6,Nashik,110571,medium,cotton
black,17.4,Jaipur,237955,medium,chilli
sandy,13.8,Nashik,105539,high,potato
loamy,7.1,Delhi,28662,high,millet
black,10.9,Hyderabad,84546,medium,maize
sandy,6.2,Pune,60302,medium,onion
loamy,12.3,Warangal,71701,high,maize
loamy,8.2,Vijayawada,70623,medium,onion
loamy,16.2,Lucknow,105144,medium,potato
loamy,5.6,Delhi,39512,medium,wheat
sandy,8.6,Lucknow,81227,low,rice
red,3.5,Nashik,21926,medium,groundnut
red,8.8,Warangal,30713,low,groundnut
clay,18.8,Lucknow,164823,medium,potato
loamy,2.7,Lucknow,21573,high,soybean
red,4.9,Hyderabad,55091,medium,cotton
sandy,13.4,Vijayawada,110968,medium,onion
black,12.1,Warangal,95977,medium,maize
loamy,13.0,Lucknow,137456,medium,wheat
loamy,9.2,Bengaluru,129114,medium,tomato
black,11.7,Jaipur,38062,high,millet
sandy,18.7,Hyderabad,109567,low,soybean
red,11.3,Nashik,77951,low,potato
loamy,11.9,Warangal,152181,medium,chilli
red,8.9,Warangal,104735,medium,chilli
loamy,13.0,Hyderabad,88210,high,maize
red,3.5,Pune,41209,medium,cotton
loamy,10.4,Warangal,57618,high,maize
red,18.0,Pune,43729,high,millet
clay,10.3,Hyderabad,146185,medium,rice
sandy,12.1,Jaipur,65076,low,millet
loamy,6.7,Pune,45135,medium,soybean
black,4.3,Hyderabad,39821,medium,cotton
loamy,5.2,Vijayawada,73954,medium,chilli
loamy,9.4,Bengaluru,73791,high,tomato
clay,18.8,Pune,139101,medium,potato
black,12.0,Warangal,70132,medium,maize
black,16.8,Pune,134937,medium,soybean
loamy,11.8,Lucknow,93425,medium,wheat
loamy,5.1,Bengaluru,65544,medium,tomato
black,3.1,Pune,30640,medium,soybean
loamy,2.7,Delhi,32547,medium,potato
sandy,19.7,Warangal,98243,high,groundnut
black,1.1,Nashik,15222,high,rice
loamy,6.5,Pune,28683,medium,groundnut
red,14.1,Warangal,159533,medium,cotton
clay,10.5,Hyderabad,123750,high,rice
sandy,3.0,Pune,12283,medium,millet
loamy,1.8,Nashik,11571,high,soybean
black,17.3,Vijayawada,181373,low,rice
black,8.9,Pune,118151,medium,chilli
loamy,6.2,Pune,39459,medium,potato
loamy,13.3,Vijayawada,147366,medium,tomato
red,15.0,Vijayawada,178329,medium,chilli
red,16.5,Jaipur,41256,medium,millet
sandy,16.5,Vijayawada,166108,medium,onion
black,18.6,Delhi,38736,medium,millet
red,8.5,Pune,88313,medium,cotton
sandy,19.4,Jaipur,129898,low,groundnut
black,16.9,Hyderabad,127743,high,maize
black,6.2,Hyderabad,81820,medium,cotton
red,17.1,Jaipur,57733,medium,groundnut
loamy,3.7,Hyderabad,30877,medium,rice
loamy,18.0,Bengaluru,286646,medium,rice
loamy,2.7,Bengaluru,44176,medium,chilli
red,9.8,Warangal,149945,medium,chilli
loamy,11.2,Vijayawada,98329,medium,tomato
red,1.5,Hyderabad,21002,medium,cotton
loamy,12.5,Delhi,151510,medium,potato
loamy,4.0,Nashik,47160,medium,onion
loamy,16.0,Vijayawada,249481,medium,chilli
loamy,17.2,Bengaluru,206138,medium,tomato
loamy,5.7,Jaipur,107291,medium,cotton
red,6.1,Warangal,20492,low,groundnut
loamy,8.9,Hyderabad,93953,high,maize
loamy,19.6,Pune,120332,medium,wheat
sandy,5.8,Vijayawada,41878,medium,onion
loamy,9.1,Nashik,32272,high,groundnut
sandy,17.2,Pune,68180,low,millet
loamy,3.3,Vijayawada,27208,medium,onion
loamy,3.6,Nashik,31816,medium,soybean
red,17.7,Warangal,162723,medium,cotton
sandy,15.5,Delhi,83845,low,maize
loamy,2.4,Warangal,15322,medium,maize
red,12.3,Warangal,145326,medium,cotton
black,12.3,Pune,68899,medium,maize
loamy,18.1,Nashik,209181,medium,tomato
red,1.1,Nashik,12449,medium,cotton
loamy,16.6,Vijayawada,164097,medium,rice
clay,18.3,Bengaluru,128641,high,maize
loamy,12.8,Delhi,159477,medium,potato
loamy,11.1,Delhi,74902,medium,wheat
clay,19.8,Hyderabad,160071,low,maize
loamy,4.9,Vijayawada,31823,medium,onion
loamy,14.3,Lucknow,111740,medium,wheat
sandy,7.9,Vijayawada,86185,medium,onion
loamy,9.9,Bengaluru,93693,low,chilli
sandy,1.5,Jaipur,6797,low,millet
loamy,15.1,Pune,168180,medium,wheat
loamy,10.6,Bengaluru,87515,medium,tomato
red,1.8,Jaipur,5585,medium,groundnut
loamy,19.0,Pune,172003,medium,soybean
loamy,2.4,Bengaluru,30817,high,rice
red,10.5,Vijayawada,84361,medium,chilli
black,10.4,Bengaluru,45843,high,maize
red,14.8,Nashik,45071,low,groundnut
clay,18.7,Bengaluru,188522,medium,rice
black,9.6,Hyderabad,97361,medium,cotton
loamy,1.5,Vijayawada,12891,high,soybean
loamy,4.0,Nashik,25658,low,onion
red,17.8,Hyderabad,267021,medium,cotton
black,2.2,Nashik,11597,medium,soybean
red,13.7,Warangal,125530,medium,chilli
red,4.7,Nashik,31229,medium,groundnut
red,6.9,Vijayawada,114911,medium,chilli
sandy,12.0,Nashik,87717,low,groundnut
loamy,8.6,Pune,99343,medium,wheat
loamy,15.0,Lucknow,142683,medium,potato
loamy,2.4,Pune,25280,medium,wheat
black,11.5,Vijayawada,91995,low,potato
red,4.1,Warangal,24447,low,groundnut
loamy,18.4,Pune,146276,medium,potato
loamy,15.9,Bengaluru,244745,medium,chilli
red,17.7,Delhi,55280,low,millet
red,5.8,Warangal,58822,medium,cotton
loamy,11.0,Pune,106462,medium,soybean
loamy,11.6,Nashik,150366,high,tomato
red,11.5,Jaipur,41068,medium,millet
sandy,7.3,Nashik,51380,medium,onion
clay,17.2,Delhi,279802,low,cotton
loamy,17.7,Nashik,150970,high,tomato
loamy,5.0,Lucknow,40221,medium,wheat
black,1.6,Pune,8444,medium,maize
red,6.1,Nashik,40311,low,groundnut
sandy,17.9,Warangal,108502,low,groundnut
red,16.4,Nashik,80241,medium,groundnut
red,10.6,Bengaluru,126515,medium,chilli
sandy,13.2,Delhi,50025,low,millet
black,10.5,Vijayawada,82366,medium,maize
loamy,12.8,Delhi,112770,medium,potato
clay,1.0,Warangal,9720,high,onion
loamy,5.2,Delhi,36331,medium,potato
sandy,4.3,Jaipur,29585,low,groundnut
sandy,5.8,Pune,30724,low,millet
loamy,16.7,Jaipur,108660,high,groundnut
clay,1.3,Hyderabad,11251,low,tomato
loamy,17.4,Vijayawada,127837,medium,tomato
red,16.2,Bengaluru,134560,medium,chilli
loamy,2.5,Pune,23581,medium,wheat
red,1.0,Jaipur,5000,low,groundnut
black,18.3,Nashik,329063,medium,cotton
loamy,4.3,Pune,33332,medium,potato
loamy,1.7,Vijayawada,15081,medium,onion
loamy,18.7,Pune,176236,medium,potato
loamy,1.3,Vijayawada,12724,medium,chilli
loamy,14.6,Lucknow,166924,medium,potato
sandy,12.4,Pune,73474,medium,millet
black,14.3,Delhi,143085,high,potato
black,11.9,Nashik,84016,medium,soybean
red,9.9,Delhi,136758,low,chilli
red,11.2,Bengaluru,129615,medium,chilli
red,19.5,Pune,50688,low,millet
loamy,19.3,Vijayawada,238768,high,tomato
loamy,18.2,Bengaluru,200695,medium,tomato
loamy,2.7,Nashik,24965,high,tomato
sandy,18.4,Warangal,90329,low,groundnut
loamy,7.6,Pune,67225,medium,onion
loamy,16.2,Nashik,106521,medium,soybean
red,8.9,Warangal,123373,medium,chilli
clay,11.6,Bengaluru,162625,medium,chilli
sandy,7.3,Jaipur,22754,medium,millet
black,16.3,Hyderabad,99081,medium,onion
black,14.0,Vijayawada,112991,high,maize
loamy,13.9,Vijayawada,169702,medium,tomato
red,5.3,Hyderabad,31438,high,soybean
loamy,15.4,Nashik,88876,medium,onion
sandy,15.1,Delhi,44400,low,millet
loamy,19.9,Lucknow,208265,high,potato
black,6.4,Bengaluru,79192,medium,chilli
loamy,7.7,Delhi,65862,medium,wheat
loamy,11.0,Vijayawada,124768,high,rice
loamy,8.3,Lucknow,106508,medium,potato
loamy,2.9,Bengaluru,15446,high,millet
black,16.7,Pune,110336,medium,soybean
red,6.7,Vijayawada,61224,medium,chilli
loamy,13.0,Vijayawada,121794,medium,tomato
red,12.0,Pune,182076,medium,cotton
loamy,17.2,Bengaluru,224955,high,tomato
red,7.3,Delhi,31682,medium,millet
loamy,15.7,Bengaluru,145667,medium,rice
loamy,8.1,Pune,62191,medium,wheat
red,4.6,Vijayawada,48384,high,cotton
loamy,1.5,Lucknow,14112,medium,wheat
clay,1.3,Vijayawada,11162,high,rice
loamy,6.6,Pune,50265,medium,potato
loamy,5.6,Pune,48966,medium,onion
red,6.4,Jaipur,21486,medium,groundnut
loamy,4.0,Bengaluru,36793,medium,tomato
sandy,11.4,Delhi,31140,medium,millet
loamy,13.9,Vijayawada,141952,medium,onion
sandy,6.6,Delhi,30222,medium,millet
red,5.9,Jaipur,40287,low,groundnut
sandy,5.9,Delhi,32615,medium,millet
clay,1.9,Bengaluru,28520,medium,rice
red,5.3,Bengaluru,85196,medium,chilli
loamy,2.1,Pune,12311,medium,potato
red,5.6,Nashik,24967,medium,groundnut
loamy,6.7,Bengaluru,55482,medium,tomato
loamy,7.1,Delhi,67557,medium,potato
black,11.7,Pune,113447,medium,maize
loamy,17.8,Bengaluru,136782,medium,tomato
sandy,7.2,Nashik,80174,medium,onion
loamy,19.6,Bengaluru,280511,high,tomato
black,7.5,Nashik,57520,medium,soybean
red,7.4,Jaipur,25423,low,millet
red,8.5,Warangal,124904,medium,cotton
loamy,17.1,Nashik,232341,medium,tomato
red,11.9,Nashik,59421,medium,groundnut
sandy,7.6,Nashik,68032,medium,onion
loamy,7.6,Delhi,63849,medium,potato
loamy,3.3,Pune,21583,medium,soybean
loamy,3.1,Delhi,34464,medium,potato
loamy,16.9,Nashik,160053,medium,soybean
sandy,4.3,Jaipur,20437,medium,millet
clay,7.7,Vijayawada,66997,medium,rice
loamy,2.2,Pune,28218,medium,potato
sandy,5.1,Vijayawada,30967,low,groundnut
loamy,8.2,Hyderabad,79277,high,maize
sandy,10.8,Delhi,27321,medium,millet
loamy,7.3,Bengaluru,83472,medium,maize
loamy,18.5,Warangal,284319,high,chilli
sandy,9.9,Vijayawada,144405,low,chilli
black,8.5,Nashik,63942,medium,soybean
black,19.1,Hyderabad,126323,medium,soybean
red,14.0,Jaipur,45659,medium,millet
black,7.9,Pune,82605,medium,soybean
sandy,5.8,Pune,19235,low,millet
red,13.0,Delhi,88062,medium,millet
loamy,11.6,Nashik,130843,low,rice
loamy,17.2,Delhi,137410,medium,potato
sandy,10.6,Jaipur,82039,medium,groundnut
loamy,6.3,Vijayawada,37595,medium,onion
loamy,14.8,Pune,106113,medium,potato
black,19.9,Nashik,175207,medium,tomato
black,18.7,Hyderabad,155258,medium,maize
loamy,15.8,Pune,271260,high,chilli
red,17.4,Hyderabad,260599,medium,cotton
loamy,15.0,Lucknow,141834,medium,wheat
loamy,15.2,Bengaluru,160265,medium,rice
loamy,1.3,Vijayawada,9707,medium,onion
loamy,8.3,Jaipur,91507,medium,wheat
loamy,1.8,Nashik,21529,medium,onion
loamy,11.4,Lucknow,100475,medium,potato
loamy,4.1,Pune,47232,medium,wheat
clay,19.8,Vijayawada,183736,high,rice
loamy,14.2,Bengaluru,118129,medium,tomato
red,10.3,Delhi,33681,medium,millet
clay,8.5,Hyderabad,117961,medium,rice
loamy,11.1,Nashik,120552,medium,soybean
black,17.1,Hyderabad,256441,medium,cotton
sandy,17.8,Pune,56141,low,millet
black,2.0,Warangal,15386,medium,maize
clay,9.9,Warangal,100336,medium,rice
loamy,10.6,Hyderabad,126224,high,rice
red,6.4,Pune,25761,low,millet
loamy,5.0,Vijayawada,74608,medium,tomato
loamy,3.1,Pune,26138,medium,soybean
loamy,13.0,Bengaluru,198931,medium,rice
loamy,12.0,Lucknow,84350,medium,wheat
black,12.8,Pune,77498,medium,maize
black,9.5,Pune,82228,medium,soybean
black,12.0,Hyderabad,162081,medium,tomato
sandy,11.7,Pune,24679,low,millet
loamy,2.9,Delhi,24789,medium,potato
black,8.3,Hyderabad,143166,medium,cotton
loamy,6.9,Bengaluru,59370,medium,tomato
loamy,9.9,Jaipur,63181,medium,wheat
loamy,12.3,Bengaluru,159021,high,tomato
loamy,19.4,Warangal,198884,medium,chilli
loamy,15.3,Lucknow,163495,medium,potato
loamy,10.3,Bengaluru,42073,medium,maize
loamy,4.3,Pune,52410,medium,potato
red,17.0,Jaipur,79104,low,millet
clay,7.8,Pune,79141,low,potato
black,14.7,Pune,141269,high,maize
red,19.0,Hyderabad,187499,high,chilli
clay,11.3,Delhi,121644,high,wheat
red,1.7,Delhi,8084,medium,millet
red,15.0,Pune,83535,low,millet
loamy,4.4,Delhi,40663,medium,wheat
loamy,18.1,Lucknow,179580,medium,potato
loamy,6.7,Vijayawada,97665,medium,tomato
red,17.4,Jaipur,73455,medium,millet
sandy,16.7,Jaipur,91996,medium,millet
clay,3.1,Vijayawada,43652,high,cotton
sandy,12.0,Vijayawada,146124,medium,onion
clay,13.0,Delhi,101012,medium,potato
clay,15.3,Vijayawada,204154,medium,rice
loamy,4.4,Warangal,40568,medium,maize
sandy,10.7,Vijayawada,102705,high,soybean
black,5.8,Nashik,53094,low,rice
clay,17.0,Nashik,167008,medium,wheat
black,17.9,Nashik,179336,medium,soybean
sandy,10.0,Jaipur,53100,low,millet
sandy,19.1,Delhi,140973,medium,millet
red,3.8,Pune,11067,medium,millet
red,8.3,Pune,39245,low,millet
red,16.7,Warangal,283586,medium,chilli
loamy,12.4,Pune,133409,medium,onion
red,2.5,Bengaluru,26994,medium,chilli
red,15.1,Warangal,141209,medium,cotton
loamy,12.6,Pune,108813,medium,maize
clay,13.0,Jaipur,112928,high,onion
loamy,2.8,Bengaluru,20868,medium,tomato
loamy,11.0,Pune,69152,medium,wheat
clay,7.3,Pune,14727,low,millet
black,2.4,Vijayawada,26077,low,soybean
loamy,19.7,Delhi,107892,medium,wheat
loamy,12.2,Bengaluru,86378,medium,tomato
red,18.3,Warangal,245099,medium,chilli
loamy,8.4,Pune,72915,medium,tomato
loamy,18.3,Delhi,143859,medium,potato
loamy,11.9,Nashik,116282,high,tomato
red,14.1,Delhi,8460,low,millet
black,1.5,Pune,8397,medium,maize
sandy,11.3,Delhi,55516,medium,millet
loamy,11.9,Jaipur,107766,low,cotton
sandy,6.6,Pune,37093,low,millet
black,7.8,Hyderabad,61414,medium,soybean
red,1.1,Warangal,16897,medium,chilli
black,10.1,Hyderabad,26985,medium,maize
loamy,5.5,Warangal,60346,medium,cotton
loamy,10.2,Hyderabad,180782,medium,cotton
black,6.4,Hyderabad,41661,medium,soybean
loamy,5.0,Bengaluru,55754,medium,rice
black,5.3,Hyderabad,44719,medium,soybean
clay,5.7,Vijayawada,75784,high,rice
loamy,18.8,Warangal,112145,high,maize
sandy,3.4,Hyderabad,31035,medium,onion
black,5.8,Warangal,93099,medium,cotton
sandy,10.2,Nashik,35394,low,groundnut
sandy,8.5,Bengaluru,65052,low,groundnut
clay,10.2,Delhi,125657,high,chilli
red,3.6,Hyderabad,49829,medium,cotton
loamy,1.1,Bengaluru,11496,high,tomato
loamy,7.8,Jaipur,90227,medium,wheat
black,15.7,Hyderabad,85018,medium,maize
loamy,3.5,Lucknow,41230,medium,wheat
loamy,8.6,Nashik,71318,medium,tomato
sandy,5.6,Pune,32921,medium,onion
loamy,5.2,Lucknow,52078,high,tomato
clay,17.8,Nashik,174044,low,cotton
loamy,17.7,Nashik,282003,medium,tomato
sandy,12.4,Jaipur,57836,low,groundnut
red,17.5,Nashik,108633,medium,groundnut
sandy,2.3,Hyderabad,26371,medium,potato
red,12.6,Nashik,71414,medium,groundnut
loamy,4.9,Lucknow,25863,medium,wheat
loamy,3.1,Vijayawada,22519,medium,tomato
red,5.1,Bengaluru,83522,medium,chilli
loamy,9.6,Lucknow,121299,low,potato
loamy,4.4,Pune,40470,medium,wheat
loamy,7.3,Nashik,76330,medium,tomato
black,16.4,Warangal,113251,medium,onion
loamy,12.9,Warangal,87382,medium,maize
loamy,8.7,Vijayawada,50795,medium,onion
loamy,17.6,Bengaluru,270043,medium,chilli
black,8.9,Nashik,96221,medium,cotton
loamy,3.3,Pune,17442,medium,wheat
clay,1.0,Warangal,6775,high,soybean
clay,3.8,Vijayawada,41207,high,rice
loamy,12.5,Delhi,135330,medium,wheat
loamy,3.9,Hyderabad,34747,medium,maize
red,17.2,Pune,222103,medium,cotton
black,19.8,Nashik,183027,medium,soybean
loamy,18.3,Pune,189661,medium,potato
clay,12.2,Vijayawada,129903,low,rice
loamy,14.6,Nashik,209028,high,tomato
loamy,5.9,Vijayawada,52753,medium,rice
loamy,2.9,Hyderabad,13897,medium,maize
red,20.0,Vijayawada,198708,medium,chilli
loamy,9.2,Pune,111719,medium,potato
red,14.7,Pune,73570,low,millet
loamy,8.6,Vijayawada,132679,high,rice
black,5.7,Vijayawada,50376,low,maize
loamy,9.0,Lucknow,105193,medium,wheat
loamy,4.0,Delhi,49560,medium,potato
loamy,18.3,Bengaluru,151542,medium,chilli
red,2.2,Pune,7063,low,millet
red,15.6,Jaipur,60606,low,groundnut
black,7.1,Jaipur,83121,medium,rice
loamy,13.4,Vijayawada,134734,medium,chilli
clay,19.0,Nashik,188700,low,tomato
loamy,17.9,Vijayawada,92321,medium,onion
red,3.2,Nashik,44603,low,cotton
loamy,8.1,Bengaluru,94590,high,tomato
loamy,13.6,Bengaluru,100979,medium,tomato
loamy,17.9,Lucknow,200888,medium,potato
sandy,16.9,Warangal,125306,low,groundnut
loamy,17.6,Vijayawada,179615,medium,onion
black,13.6,Hyderabad,224337,medium,cotton
loamy,10.0,Lucknow,53058,medium,wheat
sandy,4.8,Nashik,34862,medium,onion
clay,19.9,Hyderabad,146953,high,groundnut
loamy,8.5,Bengaluru,105944,medium,tomato
red,5.7,Bengaluru,77839,medium,chilli
black,2.8,Warangal,24805,high,maize
loamy,12.7,Bengaluru,196141,high,rice
sandy,15.5,Pune,138861,medium,onion
loamy,15.3,Vijayawada,225742,medium,chilli
black,12.3,Nashik,103012,medium,soybean
loamy,6.4,Vijayawada,39747,high,rice
loamy,8.2,Bengaluru,128590,high,rice
red,20.0,Pune,187696,medium,cotton
loamy,4.1,Pune,15501,medium,wheat
black,3.8,Pune,14990,medium,groundnut
red,16.5,Vijayawada,166320,medium,chilli
red,1.1,Nashik,5000,medium,groundnut
black,8.0,Pune,84643,medium,soybean
loamy,17.4,Vijayawada,220029,medium,chilli
loamy,5.5,Pune,52324,medium,onion
sandy,7.7,Vijayawada,48634,medium,onion
sandy,10.0,Nashik,48160,medium,onion
red,4.5,Delhi,25510,medium,maize
red,11.3,Nashik,129075,medium,wheat
loamy,19.3,Jaipur,158576,medium,wheat
sandy,7.7,Nashik,86320,medium,onion
sandy,8.3,Vijayawada,43150,high,onion
loamy,3.7,Vijayawada,54896,high,tomato
loamy,2.6,Lucknow,29719,medium,potato
loamy,15.1,Warangal,113086,high,maize
black,18.0,Hyderabad,34819,high,millet
clay,3.5,Hyderabad,54744,medium,rice
sandy,11.9,Nashik,65847,low,groundnut
red,14.2,Warangal,49313,low,groundnut
black,16.7,Pune,164044,medium,soybean
black,10.2,Hyderabad,128158,medium,tomato
sandy,17.6,Nashik,64053,low,groundnut
sandy,11.6,Jaipur,91182,medium,groundnut
loamy,15.3,Bengaluru,202492,high,tomato
red,5.3,Warangal,64941,medium,chilli
loamy,10.1,Nashik,109084,medium,soybean
black,4.1,Bengaluru,34522,high,maize
loamy,11.0,Delhi,67713,medium,wheat
loamy,12.1,Delhi,114768,high,tomato
loamy,16.1,Nashik,116035,high,tomato
sandy,6.9,Nashik,43443,medium,groundnut
loamy,5.6,Pune,46640,medium,potato
loamy,9.0,Vijayawada,120045,medium,chilli
red,11.0,Vijayawada,152174,medium,chilli
loamy,7.2,Pune,56093,medium,wheat
red,11.6,Nashik,39713,low,groundnut
loamy,10.4,Lucknow,100674,medium,potato
loamy,8.2,Hyderabad,90185,medium,soybean
red,11.5,Pune,29472,medium,millet
loamy,3.3,Warangal,50195,medium,chilli
clay,12.3,Bengaluru,139543,high,rice
loamy,3.0,Bengaluru,33714,high,tomato
black,15.9,Nashik,89726,medium,soybean
loamy,7.7,Bengaluru,72962,high,rice
clay,17.7,Vijayawada,217016,low,potato
black,10.8,Vijayawada,97822,medium,soybean
clay,4.0,Jaipur,30516,low,rice
sandy,18.9,Jaipur,66906,medium,millet
loamy,18.2,Delhi,215182,medium,potato
black,2.3,Hyderabad,9924,high,maize
red,10.1,Warangal,30366,low,groundnut
loamy,13.5,Hyderabad,181067,high,chilli
loamy,12.5,Nashik,103472,medium,soybean
clay,15.3,Vijayawada,109866,medium,potato
loamy,16.4,Bengaluru,111083,high,maize
clay,3.7,Vijayawada,49979,high,rice
red,1.2,Delhi,5000,medium,millet
loamy,13.4,Nashik,158784,medium,onion
black,18.9,Delhi,149491,medium,groundnut
loamy,18.7,Pune,155224,high,maize
loamy,6.7,Pune,62808,medium,wheat
black,7.4,Warangal,120261,medium,cotton
